Date Added to Catalog	PUBMEDID	First Author	Date	Journal	Link	Study	Disease/Trait	Initial Sample Size	Replication Sample Size	Region	Chr_id	Chr_pos	Reported Gene(s)	Mapped_gene	Upstream_gene_id	Downstream_gene_id	Snp_gene_ids	Upstream_gene_distance	Downstream_gene_distance	Strongest SNP-Risk Allele	SNPs	Merged	Snp_id_current	Context	Intergenic	Risk Allele Frequency	p-Value	Pvalue_mlog	p-Value (text)	OR or beta	95% CI (text)	Platform [SNPs passing QC]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	18q11.2	18	26576461	KCTD1	KCTD1			284252			rs16942421-?	rs16942421		16942421	intron	0	0.08	8.0E-10	9.096910013008056	(Recessive)	1.68	[1.43-1.98]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	14q31.3	14	87039904	intergenic	FLRT2 - GALC	23768	2581		1411208	797916	rs11624056-?	rs11624056		11624056		1	0.11	3.0000000000000004E-8	7.522878745280337	(Recessive)	1.43	[1.26-1.62]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	7p12.3	7	46202985	intergenic	TTC4P1 - HMGN1P19	222052	100874445		202207	431629	rs6964415-?	rs6964415		6964415		1	0.08	5.0E-7	6.301029995663981	(Recessive)	1.42	[1.24-1.63]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	22q12.1	22	27694209	intergenic	RPL15P22 - MN1	100130624	4330		806628	54068	rs5762311-?	rs5762311		5762311		1	0.09	7.0E-6	5.154901959985743	(Recessive)	2.03	[1.49-2.75]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	15q26.2	15	94622351	MCTP2	RPL26P5 - LINC01197	654386	400456		348349	656937	rs1014922-?	rs1014922		1014922		1	0.10	3.0E-6	5.522878745280337	(Recessive)	1.36	[1.20-1.55]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	17q24.3	17	70648048	intergenic	CALM2P1 - CASC17	100128390	101928165		405670	449726	rs17718586-?	rs17718586		17718586		1	0.10	2.0E-8	7.698970004336019	(Recessive)	1.53	[1.32-1.78]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	14q32.2	14	100159565	DEGS2	DEGS2			123099			rs7157599-?	rs7157599		7157599	missense	0	0.31	1.0E-7	7.0	(Dominant)	1.13	[1.08-1.19]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	3q23	3	140456518	CLSTN2	CLSTN2			64084			rs11708189-?	rs11708189		11708189	intron	0	0.65	2.0E-6	5.698970004336019	(Dominant)	1.12	[1.07-1.18]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	8q11.21	8	48899642	EFCAB1	EFCAB1 - SNAI2	79645	6591		164331	18035	rs12155623-?	rs12155623		12155623		1	0.57	3.0E-7	6.522878745280337	(Dominant)	1.14	[1.09-1.20]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	12q21.33	12	91586597	DCN	DCN - C12orf79	1634	256021		403568	398379	rs10777317-?	rs10777317		10777317		1	0.60	4.9999999999999996E-6	5.301029995663981	(Dominant)	1.12	[1.07-1.18]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	12q23.1	12	97295990	intergenic	TRQ-TTG9-1 - RMST	100189509	196475		199004	169031	rs10777845-?	rs10777845		10777845		1	0.66	4.9999999999999996E-6	5.301029995663981	(Dominant)	1.12	[1.07-1.17]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	2q24.1	2	157923692	intergenic	ACVR1 - UPP2	90	151531		47830	71487	rs10183640-?	rs10183640		10183640		1	0.35	5.0E-7	6.301029995663981	(Dominant)	1.12	[1.08-1.18]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	1q24.3	1	171292054	FMO1	HMGB1P11 - FMO4	100419996	2329		20466	22125	rs6660565-?	rs6660565		6660565		1	0.72	2.0E-6	5.698970004336019	(Dominant)	1.12	[1.07-1.18]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	17p13.3	17	2868218	GARNL4	RAP1GAP2			23108			rs12603284-?	rs12603284		12603284	intron	0	0.08	3.0E-6	5.522878745280337	(Recessive)	1.89	[1.45-2.47]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	16p13.2	16	9650238	intergenic	RNA5SP404 - GRIN2A	100873656	2903		50010	103170	rs17550532-?	rs17550532		17550532		1	0.21	2.0E-6	5.698970004336019	(Recessive)	1.33	[1.18-1.49]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	15q24.2	15	75426328	SIN3A	SIN3A			25942			rs8028182-?	rs8028182		8028182	intron	0	0.18	3.0E-6	5.522878745280337	(Recessive)	1.36	[1.19-1.54]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	14q11.2	14	23563861	AP1G2	AP1G2, LOC102724814	8906	102724814				rs2281680-?	rs2281680		2281680	ncRNA;intron	0	0.21	6.000000000000001E-8	7.221848749616356	(Recessive)	1.38	[1.23-1.54]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	13q12.12	13	24508492	PARP4	PARP4			143			rs9581094-?	rs9581094		9581094	intron	0	0.15	7.0E-7	6.154901959985743	(Recessive)	1.7	[1.38-2.10]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	12q13.12	12	50819650	ATF1	ATF1			466			rs17291650-?	rs17291650		17291650	cds-synon	0	0.10	3.0E-7	6.522878745280337	(Recessive)	1.43	[1.25-1.64]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	11p14.3	11	23023046	intergenic	CCDC179 - MIR8054	100500938	102465860		162620	396059	rs10833905-?	rs10833905		10833905		1	0.22	7.0E-7	6.154901959985743	(Recessive)	1.32	[1.18-1.47]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	10q23.33	10	94276223	PLCE1	PLCE1			51196			rs11187837-?	rs11187837		11187837	intron	0	0.12	4.0E-7	6.3979400086720375	(Recessive)	1.79	[1.43-2.24]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	8q22.3	8	104945312	ZFPM2	LRP12 - RPL23P9	29967	100129377		356288	35825	rs16872085-?	rs16872085		16872085		1	0.09	1.0E-6	6.0	(Recessive)	1.83	[1.44-2.33]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	8q21.12 / 8q21.13	8	77768114	PXMP3	HIGD1AP18 - PKIA	100874456	5569		754062	747987	rs3864663-?	rs3864663		3864663		1	0.15	2.0E-6	5.698970004336019	(Recessive)	1.4	[1.22-1.61]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	7q21.3	7	97991379	OCM2	OCM2			4951			rs13438327-?	rs13438327		13438327	nearGene-5	0	0.09	2.0E-6	5.698970004336019	(Recessive)	2.05	[1.53-2.76]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	7p21.3	7	12892424	intergenic	ARL4A - RBMX2P4	10124	100862677		201490	29920	rs732577-?	rs732577		732577		1	0.50	4.0E-6	5.3979400086720375	(Recessive)	1.15	[1.08-1.22]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	2q32.3	2	192090779	TMEFF2	TMEFF2			23671			rs13007495-?	rs13007495		13007495	intron	0	0.14	4.0E-6	5.3979400086720375	(Recessive)	1.47	[1.25-1.73]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	2q24.2	2	159213245	intergenic	TANC1			85461			rs13022357-?	rs13022357		13022357	intron	0	0.09	1.0E-6	6.0	(Recessive)	1.72	[1.38-2.14]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	2q24.1	2	154370165	intergenic	GALNT13			114805			rs707040-?	rs707040		707040	intron	0	0.38	6.0E-6	5.221848749616356	(Recessive)	1.17	[1.10-1.26]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	2q24.1	2	154370165	intergenic	GALNT13			114805			rs707040-?	rs707040		707040	intron	0	0.38	6.0E-6	5.221848749616356	(Recessive)	1.17	[1.10-1.26]	Affymetrix [319,222]
	19597492	Benjamin EJ	2009-07-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19597492	Variants in ZFHX3 are associated with atrial fibrillation in individuals of European ancestry.	Atrial fibrillation	3,413 cases, 37,105 referents	2,145 cases, 4,073 controls	4q25	4	110787131	PITX2	PITX2 - MIR297	5308	100126354		145008	73451	rs17042171-A	rs17042171		17042171		1	0.12	4.0E-63	62.39794000867204		1.65		Affymetrix & Illumina [~2.5 million] (imputed)
	19597492	Benjamin EJ	2009-07-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19597492	Variants in ZFHX3 are associated with atrial fibrillation in individuals of European ancestry.	Atrial fibrillation	3,413 cases, 37,105 referents	2,145 cases, 4,073 controls	16q22.3	16	73017721	ZFHX3	ZFHX3			463			rs2106261-T	rs2106261		2106261	intron	0	0.174	2.0E-15	14.698970004336019		1.25		Affymetrix & Illumina [~2.5 million] (imputed)
	19597492	Benjamin EJ	2009-07-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19597492	Variants in ZFHX3 are associated with atrial fibrillation in individuals of European ancestry.	Atrial fibrillation	3,413 cases, 37,105 referents	2,145 cases, 4,073 controls	1p36.22	1	11792459	NPPA, MTHFR	MTHFR			4524			rs17375901-T	rs17375901		17375901	intron	0	0.053	6.0E-7	6.221848749616356		1.26		Affymetrix & Illumina [~2.5 million] (imputed)
	20031603	Marroni F	2009-07-31	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/20031603	A genome-wide association scan of RR and QT interval duration in 3 European genetically isolated populations: the EUROSPAN project.	RR interval (heart rate)	2,325 European ancestry individuals	NA	12q24.33	12	131137217	GPR133	ADGRD1			283383			rs885389-A	rs885389		885389	intron	0	0.30	4.0E-8	7.3979400086720375		0.17	[0.11-0.23]	Illumina [~318,327]
	20031603	Marroni F	2009-07-31	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/20031603	A genome-wide association scan of RR and QT interval duration in 3 European genetically isolated populations: the EUROSPAN project.	RR interval (heart rate)	2,325 European ancestry individuals	NA	9q21.31	9	80192588	intergenic	NPAP1P6 - NPAP1P4	100533674			164518		rs12554086-A	rs12554086		12554086		1	0.39	4.0E-7	6.3979400086720375		0.16	[0.10-0.22]	Illumina [~318,327]
	20031603	Marroni F	2009-07-31	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/20031603	A genome-wide association scan of RR and QT interval duration in 3 European genetically isolated populations: the EUROSPAN project.	RR interval (heart rate)	2,325 European ancestry individuals	NA	4q28.3	4	130216606	intergenic	CYCSP14 - PGBD4P4	360170	100421146		193723	278067	rs1024020-A	rs1024020		1024020		1	0.21	4.0E-7	6.3979400086720375		0.18	[0.10-0.26]	Illumina [~318,327]
	20031603	Marroni F	2009-07-31	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/20031603	A genome-wide association scan of RR and QT interval duration in 3 European genetically isolated populations: the EUROSPAN project.	RR interval (heart rate)	2,325 European ancestry individuals	NA	6p21.32	6	33118472	intergenic	HLA-DPB2			3116			rs3117035-A	rs3117035		3117035		1	0.48	1.0E-6	6.0		0.14	[0.08-0.20]	Illumina [~318,327]
	20031603	Marroni F	2009-07-31	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/20031603	A genome-wide association scan of RR and QT interval duration in 3 European genetically isolated populations: the EUROSPAN project.	RR interval (heart rate)	2,325 European ancestry individuals	NA	10p13	10	13713544	FRMD4A	FRMD4A			55691			rs1541010-A	rs1541010		1541010	intron	0	0.28	1.0E-6	6.0		0.15	[0.09-0.21]	Illumina [~318,327]
	20031603	Marroni F	2009-07-31	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/20031603	A genome-wide association scan of RR and QT interval duration in 3 European genetically isolated populations: the EUROSPAN project.	RR interval (heart rate)	2,325 European ancestry individuals	NA	5q12.3	5	66443611	intergenic	SREK1 - MAST4	140890	375449		259995	152737	rs10514995-G	rs10514995		10514995		1	0.36	1.0E-6	6.0		0.15	[0.09-0.21]	Illumina [~318,327]
	20031603	Marroni F	2009-07-31	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/20031603	A genome-wide association scan of RR and QT interval duration in 3 European genetically isolated populations: the EUROSPAN project.	RR interval (heart rate)	2,325 European ancestry individuals	NA	18q23	18	77275676	intergenic	GALR1 - BDP1P	2587	724038		5534	156381	rs2717128-G	rs2717128		2717128		1	0.14	1.0E-6	6.0		0.19	[0.11-0.27]	Illumina [~318,327]
	20031603	Marroni F	2009-07-31	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/20031603	A genome-wide association scan of RR and QT interval duration in 3 European genetically isolated populations: the EUROSPAN project.	RR interval (heart rate)	2,325 European ancestry individuals	NA	13q12.11	13	22135531	intergenic	MTND3P1 - LINC00540	100873208	100506622		22193	74754	rs7318731-A	rs7318731		7318731		1	0.48	1.0E-6	6.0		0.14	[0.08-0.20]	Illumina [~318,327]
